geom,rrdistance,parid,luc_desc,taxdist_desc
0106000020BC080000010000000103000000010000000F00000080E926B1B08D1E41002B8716C5BA3B410004568E56821E4100819583ADBA3B4100AE476158821E41601058B9DDBB3B410085EBD1DF891E41A0438BACEEBB3B41C0F528DC138B1E41C0490C62F1BB3B41C01E856BC18B1E41E04F8DD7F2BB3B41806ABC747E971E41C0CAA1250BBC3B4180E926B17D971E41E051B8BEE4BB3B41804160857A971E4140DF4F9545BB3B4100FED47879971E41601058B910BB3B41C0CEF7D3B1901E41E04F8D57FFBA3B41C09BC42096901E4180E92611FFBA3B41C04D6290B08D1E4140B4C8B6F7BA3B410054E3A5B08D1E4140B4C816D6BA3B4180E926B1B08D1E41002B8716C5BA3B41,2254.073754759142,2005033,Mobile Homes,UNINCORPORATED - WESTSIDE
0106000020BC080000010000000103000000010000004F000000C045B6F3E1601E412004566E50A83B410085EB51BB5E1E4180E926F14EA83B418068916DBB5E1E41E0FBA91155A83B4180931884B95E1E4100D7A3106CA83B41005A64BBB75E1E41603BDF8F8AA83B41007F6A3CB55E1E418068918D99A83B41C078E926B45E1E41A0438B8C9DA83B41005839B4B25E1E412083C0EAA2A83B4100022B07B15E1E4180C2F588A6A83B41C0A370BDAF5E1E41408B6C87ABA83B41C09DEF47AD5E1E4180416085B2A83B4100A8C6CBAC5E1E41809318E4B3A83B41408D976EAC5E1E4100819543B5A83B41806E120380611E4100022B47B9A83B41400AD7A380611E4100000048B6A83B41007B142E81611E4120B07248B4A83B41408716D981611E41C04B3749B2A83B41C074931882611E41C04B3749AFA83B410081954382611E4180C2F548ADA83B41806E120382611E4180C2F548AAA83B41C0F1D2CD81611E4120B07248A8A83B41C074939881611E4100000048A6A83B41C074931881611E4100022B47A3A83B418093180480611E41C0CAA145A1A83B41806E12837F611E41202FDD449EA83B41408D976E7E611E41C0F753439CA83B41007B14AE7C611E41A09BC44099A83B41008195C37C611E41A09BC44098A83B4140DF4F8D7C611E414089414096A83B41008195437C611E41C076BE3F95A83B4140DF4F8D7B611E4120DBF93E93A83B4100FED4F87A611E41A018043E91A83B41007B14AE7A611E41E0A3703D90A83B41C074939879611E4160E3A53B8EA83B41806891ED78611E41A047E13A8DA83B41408716D977611E41E022DB398BA83B41007B14AE76611E4120D9CE378AA83B41408FC27576611E41E04F8DD789A83B414062105875611E41A018043688A83B41007B142E74611E4140E17A3487A83B41C0C64BB772611E41600E2D3285A83B4140DF4F2D71611E41A0C4203084A83B41406210586F611E418068912D82A83B41806891ED6D611E41E0A7C62B81A83B41C07493186C611E41C04B37297FA83B4140DF4F2D6A611E41606666267EA83B41406210D867611E41A06E12237CA83B410004568E65611E41000000207BA83B414087165963611E416091ED1C79A83B410004560E61611E41E022DB1978A83B41406210D85E611E4140B4C81676A83B410004560E5C611E41C020B01275A83B4100FED47859611E4120B29D0F73A83B41007B14AE56611E412031080C72A83B41400AD7A353611E418014AE0771A83B41408D97EE50611E41400AD7036FA83B41804160854D611E4160643BFF6DA83B4100AC1C5A4A611E41E0D022FB6CA83B410081954347611E4140B4C8F66AA83B41408716D943611E41600E2DF269A83B418016D94E40611E4140DF4FED68A83B4100AC1CDA3C611E416039B4E866A83B418016D94E39611E41400AD7E365A83B41C01C5A6435611E41E051B8DE64A83B4100AC1CDA31611E41E022DBD963A83B4140DD24062E611E41806ABCD461A83B4180BE9F1A2A611E4100295CCF60A83B4180C420D025611E41405EBAC95FA83B4140DD248621611E41400AD7C35EA83B4140E3A59B1D611E41E051B8BE5DA83B414060E55019611E4100FED4B85CA83B4140E3A51B15611E41403333B35AA83B414060E55010611E41C0CCCCAC59A83B41C078E9A60B611E41606666A658A83B41C0F5285C07611E41A09BC4A057A83B41C072689102611E4100AC1C9A56A83B4100022B87FD601E414033339355A83B41400E2DB2EF601E41A09BC48053A83B41C045B6F3E1601E412004566E50A83B41,807.6654433949468,2005556,Vacant Residential,UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000008000000002B8716C3721E41A045B65394B63B414006811523721E41A045B61393B63B418016D94EA06D1E41C020B0528AB63B4140BA490CAB6D1E4120310854FFB73B4140DF4F2DAB6D1E4140E17A7405B83B41C020B0F2CF721E41608FC2750FB83B4180BC7493CE721E4120068195E7B73B41002B8716C3721E41A045B65394B63B41,739.7358708333206,2005831,"Ornamentals, Misc Ag",UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000006000000C020B07254821E4180C0CA614CB93B41C09F1AAF52821E41A045B65325B83B4180BE9F1A2B791E4100295C1719B83B41406210D859791E4100D7A3383FB93B41806ABC7454821E41806ABC744DB93B41C020B07254821E4180C0CA614CB93B41,1551.335902086289,2005858,"Ornamentals, Misc Ag",UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000005000000C04B3709B3FF1E41205839F4D4273B4140B072E893FE1E412031081477273B41C01C5A6447FD1E41A045B693B7273B410027318876FF1E4120583994E0273B41C04B3709B3FF1E41205839F4D4273B41,751.9496955002892,2022671,Vacant Residential,PIERSON
0106000020BC080000010000000103000000010000000B000000002B8796208F1E41C07268F1FCA93B41C04F8D972C8D1E4160E5D0C2FCA93B4100FCA9712C8D1E4160E5D0C215AA3B41C0CCCC4C2C8D1E4160E5D0C22EAA3B41C078E9262C8D1E4160E5D0C247AA3B41C047E1FA2B8D1E4160E5D0C265AA3B41C022DBF91F8F1E41C07268F165AA3B41C078E926208F1E41C07268F147AA3B4100A8C64B208F1E41C07268F12EAA3B4100FCA971208F1E41C07268F115AA3B41002B8796208F1E41C07268F1FCA93B41,1888.8287374309446,2006137,Vacant Residential,UNINCORPORATED - WESTSIDE
0106000020BC08000001000000010300000001000000070000004089416040771E41A018047E67A93B4140B0726892751E4120DD242666A93B4140B072E88F751E4160B81E2598A93B4100D578698D751E41A01C5A24CAA93B4100AE47613B771E41E0CEF77BCBA93B41408941E03D771E416091ED7C99A93B414089416040771E41A018047E67A93B41,429.5299456026449,2007109,Vacant Residential,UNINCORPORATED - WESTSIDE
0106000020BC080000010000000103000000010000000900000000A69BC4287D1E41405EBA29CAAA3B4100A69B442B7D1E41400C022B98AA3B41C0F1D24D697B1E41A06E12C396AA3B418016D9CE667B1E41C0490CC2C8AA3B41803D0AD7A4791E4140355E5AC7AA3B41803D0A57A2791E4160105859F9AA3B418016D94E647B1E41E02406C1FAAA3B41C0CAA145267D1E4180C2F528FCAA3B4100A69BC4287D1E41405EBA29CAAA3B41,803.9161407764277,2007290,Single Family,UNINCORPORATED - WESTSIDE
0106000020BC08000001000000010300000001000000090000008016D94E647B1E41E02406C1FAAA3B41803D0A57A2791E4160105859F9AA3B41803D0AD79F791E4180EB51582BAB3B41406210589D791E4100295C575DAB3B41406210D89B791E4140B4C8567BAB3B418016D9CE5D7B1E41C0C876BE7CAB3B418016D94E5F7B1E4160643BBF5EAB3B418016D9CE617B1E41000000C02CAB3B418016D94E647B1E41E02406C1FAAA3B41,822.585258451467,2007303,Vacant Residential,UNINCORPORATED - WESTSIDE
0106000020BC080000010000000103000000010000000D000000005A643B7E7F1E4180EB51F8C5AB3B41005A64BB807F1E41601058F993AB3B41400E2DB242811E41E024066195AB3B41400E2D3245811E41C0490C6263AB3B4180E926B147811E41A06E126331AB3B4180E926314A811E4180931864FFAA3B4180BE9F3A887F1E41C0F528FCFDAA3B4180BE9FBA857F1E41205A64FB2FAB3B4180BE9F3A837F1E4100AC1CFA61AB3B4180ED7C3FA27E1E4120DD244661AB3B4180ED7CBF9F7E1E418041604593AB3B4180ED7C3F9D7E1E41A01C5A44C5AB3B41005A643B7E7F1E4180EB51F8C5AB3B41,1157.9099407544775,2007419,Mobile Homes,UNINCORPORATED - WESTSIDE
0106000020BC080000010000000103000000010000000500000080BE9F5AB1C52341008195835A1F3B41A0EFA7D692C4234140621058181F3B41A0438BEC68C42341002DB2BD451F3B41A0C420B086C52341C0F528BC871F3B4180BE9F5AB1C52341008195835A1F3B41,1723.2033917746776,3481879,Multi-Family(Less than 10 Units),DAYTONA BEACH
0106000020BC0800000100000001030000000100000005000000A0C420B086C52341C0F528BC871F3B41A0438BEC68C42341002DB2BD451F3B41608FC2F53EC4234100000020731F3B4120DD24065CC52341806ABCF4B41F3B41A0C420B086C52341C0F528BC871F3B41,1723.7593896024096,3481887,Vacant Residential,DAYTONA BEACH
0106000020BC080000010000000103000000010000005B000000806E1203886A1E4140DF4F95DAA73B41C09BC4A033681E41806ABC94D8A73B418012834033681E41806ABC94EAA73B41C09BC4A031681E41806ABC94F7A73B41801283402F681E41C0F3FD9404A83B41000000002E681E41C0F3FD9407A83B41000000002C681E41C0F3FD9411A83B410000000028681E41C0F3FD941EA83B41408941E022681E41C0F3FD942BA83B4180ED7C3F1D681E4140DF4F9537A83B41C020B0121C681E4140B4C8963AA83B414060E55018681E41C0F753A344A83B41008195C312681E4100AAF1B251A83B41801804D60B681E410054E3C55EA83B41806E120304681E4140355EDA6AA83B41C09BC4A003681E4160E7FB916CA83B4100295C8F03681E41C0F528DC6CA83B41002B8796FB671E4180E926F177A83B4100D57869F2671E41405EBA0985A83B41C0A14536E8671E41A01C5A2491A83B4100D578E9DC671E41403789419EA83B410004568EDC671E41200681959EA83B4180C420D0DB671E41A01C5A449FA83B41002B8716D1671E4100000060AAA83B41002FDD24C4671E41E0240681B6A83B4140621078B6671E41809318A4C3A83B41804160E5A7671E4100D578C9CFA83B4140643B5FA0671E4140DF4F8DD5A83B418091EDFC87671E41A018043EE8A83B418091EDFC7F671E41002DB23DEDA83B41C0A3705D7E671E41A018043EEEA83B41C0A370DD7C671E41A018043EEFA83B41002DB29D7B671E41A018043EF1A83B41C0A3705D7A671E41A018043EF2A83B41002DB29D79671E41A018043EF3A83B41C0A370DD78671E41A018043EF4A83B418091EDFC77671E41A018043EF5A83B410052B89E77671E41A018043EF7A83B41007F6A3C77671E41A018043EF8A83B41007F6A3C77671E41A018043EF9A83B41007F6A3C77671E41A018043EFAA83B410052B89E77671E41A018043EFCA83B418091EDFC77671E41A018043EFDA83B41C0A370DD78671E41A018043EFEA83B41007F6A3C79671E41A018043EFFA83B41C0A3705D7A671E41A018043E00A93B41007F6A3C7B671E41A018043E02A93B41C0A370DD7C671E41A018043E03A93B41806CE7FB7D671E41A018043E04A93B41002DB29D7F671E41A018043E05A93B41007F6A3C81671E41A018043E06A93B41007F6A3C83671E41A018043E07A93B41007F6A3C85671E41A018043E08A93B41002DB29D87671E41A018043E0AA93B41806CE7FB89671E41A018043E0BA93B41C0A3705D8C671E41002DB23D0CA93B41007F6A3C8F671E41A018043E0DA93B41806CE7FB91671E41A018043E0EA93B41C0A370DD94671E41A018043E0FA93B41806CE7FB97671E41A018043E10A93B41007F6A3C9B671E41A018043E11A93B41C0A3705D9E671E41A018043E11A93B41806CE7FBA1671E41A018043E12A93B41002DB29DA5671E41A018043E13A93B41005A643BA9671E41803F353E14A93B41C0A370DDAC671E41803F353E15A93B41C0A370DDB0671E41803F353E15A93B41C0A370DDB4671E41803F353E16A93B41C0A370DDB8671E41803F353E17A93B41007F6A3CBD671E41803F353E17A93B41007F6A3CC1671E41803F353E18A93B41002DB29DC5671E41803F353E19A93B41806CE7FBC9671E41803F353E19A93B41803F35DECE671E41803F353E1AA93B41007F6A3CD3671E41803F353E1AA93B41002DB29DD7671E41803F353E1AA93B41C0A3705DDC671E41803F353E1BA93B41007F6A3CE1671E41803F353E1BA93B4140B6F3FDE5671E41803F353E1BA93B41C0A370DDEA671E41803F353E1CA93B41002DB29DEF671E41803F353E1CA93B41C0A3705DF4671E41803F353E1CA93B41C0A3703DF9671E41803F353E1CA93B4140B6F3FDFD671E41803F353E1CA93B4140894160706A1E41E051B83E1EA93B4100AE4761746A1E41C0A14596D4A83B4100AE47E1786A1E41A01804969EA83B41405C8FE27C6A1E41A01804966BA83B41405C8FE2806A1E41608FC2953AA83B41C0F753E3846A1E4140DF4F9507A83B41806E1203886A1E4140DF4F95DAA73B41,238.44889900982966,2007532,Vacant Commercial,UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000007000000C04F8D971CF91E41000000487F313B41002B879617F81E418014AE477D313B41400681950DF81E410000004804323B41002B879610F91E41E02631C805323B41002B871614FA1E4120B0724807323B4180EB51B825FA1E41E026316881313B41C04F8D971CF91E41000000487F313B41,470.4299273803802,2018305,Single Family,PIERSON
0106000020BC080000010000000103000000010000001A00000080E5D0A24C751E41405EBA69B9A63B4140DBF9FE0D751E41E04F8D37B9A63B41C045B6F3E7741E4100AC1CFAC6A63B4100D122DBDE741E4100295CEF7CA73B41408FC27542751E4120B29D0F85A73B418068916D09761E4160B81E059AA73B4140DF4FAD26761E41A0EFA7269DA73B418016D9CE9B761E41E078E926A4A73B41405C8FE2D0761E4100295C37A5A73B41408D976E31771E41E078E926A7A73B4100D578E998771E41E0FBA9F1A4A73B4180C420B0F2771E4100022B27A1A73B41C074939861781E4120B29D8F97A73B41007B142E2A791E41C01E852B8CA73B41405C8FC2F2791E41A0438BEC80A73B4100AAF1D2477A1E41408B6C277CA73B41408FC275BB7A1E4120B0722873A73B4140DD2486C47A1E41C04B37C9BDA63B418095438BFC791E4100D57829BDA63B4100295C8F34791E4100D57889BCA63B4140DD2486C2781E412004562EBCA63B41C020B0926C781E4100D578E9BBA63B41002B8796A4771E4100D57849BBA63B4180BE9F9ADC761E41405EBAA9BAA63B410052B89E14761E41405EBA09BAA63B4180E5D0A24C751E41405EBA69B9A63B41,140.7906478388983,2008105,"Mixed Use, Store/Office/Resi",UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000011000000C0F75303FF141F418014AEA79C9D3B410052B89EC0001F4160E5D08A789D3B41806ABCF4BE001F4180C0CA898C9D3B4180E7FBA9BE001F41E07A144E8E9D3B41803BDF4F95001F410054E3857D9F3B41002731883C031F4100D7A310829F3B41806ABCF4F90D1F4160BC7473949F3B41C0F753C30D101F41E022DB01989F3B4100D7A330E30F1F41E0CEF7D395A13B418068912DE30F1F41E02631F895A13B4100AC1CDAC9141F4160E7FB519EA13B4100560E2DD2141F41E02631609EA13B41002731E805151F4180EB51B89EA13B4180BE9F1A54151F4160105859979E3B4180E926716B151F4180C2F5F0AF9D3B41C09F1A4F6D151F41A0438B6C9D9D3B41C0F75303FF141F418014AEA79C9D3B41,7557.812494440717,2008971,"Grazing, Class II",UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000011000000C01C5AA416161F410000001052973B41C0F1D24D34161F41C020B0F237963B41C0A1455634161F41A09999A137963B41C0A3701D13161F4100295C5F37963B4100AC1CDAB3151F41403789A136963B41007B142E5D0C1F41C0CAA10524963B41400AD7230B0B1F41803F351E88963B4180EFA74666091F412087161981963B4140643B5F61071F4100000080B7963B41405C8F423B061F41205C8FE237973B41008195430D061F41C076BE7F41973B4140B4C8F635011F41E026318844983B41C0F528DC62091F41E04F8D7755983B4180C0CAA17D151F41603BDF7F6E983B41C04D62B0DB151F41C01E85436F983B4180C0CAA1F8151F41803F357E6F983B41C01C5AA416161F410000001052973B41,7085.237526362209,2009021,"Grazing, Class II",UNINCORPORATED - WESTSIDE
